Set test time: 1900 s
=========Thermal Cap[pxa1936ff]==========
time temp CPU0 CPU4 GC2D GC3D DDR
126 37000 416000 624000 78000 156000 156000
128 37000 416000 624000 78000 156000 156000
129 37000 624000 832000 78000 156000 156000
130 37000 416000 624000 78000 156000 156000
131 37000 416000 624000 78000 156000 156000
132 37000 416000 624000 78000 156000 156000
133 37000 416000 624000 78000 156000 156000
134 37000 416000 624000 78000 156000 156000
135 37000 416000 624000 78000 156000 156000
136 37000 416000 624000 78000 156000 156000
137 37000 416000 624000 78000 156000 156000
138 37000 416000 624000 78000 156000 156000
139 37000 416000 624000 78000 156000 156000
140 37000 416000 624000 78000 156000 156000
141 37000 416000 624000 78000 156000 156000
142 37000 416000 624000 78000 156000 156000
143 37000 416000 624000 78000 156000 156000
144 37000 416000 624000 78000 156000 156000
145 37000 416000 624000 78000 156000 156000
146 37000 416000 624000 78000 156000 156000
147 37000 416000 624000 78000 156000 156000
149 37000 416000 624000 78000 156000 156000
150 37000 416000 624000 78000 156000 156000
151 37000 416000 624000 78000 156000 156000
152 37000 416000 624000 78000 156000 156000
153 37000 416000 624000 78000 156000 156000
154 37000 416000 624000 78000 156000 156000
155 37000 416000 624000 78000 156000 156000
156 37000 416000 624000 78000 156000 156000
157 37000 416000 624000 78000 156000 156000
158 37000 416000 624000 78000 156000 156000
159 37000 416000 624000 78000 156000 156000
160 37000 416000 624000 78000 156000 156000
161 37000 416000 624000 78000 156000 156000
162 37000 416000 624000 78000 156000 156000
163 37000 416000 624000 78000 156000 156000
164 37000 416000 624000 78000 156000 156000
165 37000 416000 624000 78000 156000 156000
166 37000 416000 624000 78000 156000 156000
167 37000 416000 624000 78000 156000 156000
168 37000 416000 624000 78000 156000 156000
170 37000 416000 624000 78000 156000 156000
171 37000 416000 624000 78000 156000 156000
172 37000 416000 624000 78000 156000 156000
173 37000 416000 624000 78000 156000 156000
174 37000 416000 624000 78000 156000 156000
175 37000 416000 624000 78000 156000 156000
176 37000 416000 624000 78000 156000 156000
177 37000 416000 624000 78000 156000 156000
178 37000 416000 624000 78000 156000 156000
179 37000 416000 624000 78000 156000 156000
180 37000 416000 624000 78000 156000 156000
181 37000 416000 624000 78000 156000 156000
182 37000 416000 624000 78000 156000 156000
183 37000 416000 624000 78000 156000 156000
184 37000 416000 624000 78000 156000 156000
185 37000 416000 624000 78000 156000 156000
186 37000 416000 624000 78000 156000 156000
187 37000 416000 624000 78000 156000 156000
188 37000 416000 624000 78000 156000 156000
189 37000 416000 624000 78000 156000 156000
190 37000 416000 624000 78000 156000 156000
192 37000 416000 624000 78000 156000 156000
193 37000 416000 624000 78000 156000 156000
194 37000 416000 624000 78000 156000 156000
195 37000 416000 624000 78000 156000 156000
196 37000 416000 624000 78000 156000 156000
197 37000 416000 624000 78000 156000 156000
198 37000 416000 624000 78000 156000 156000
199 37000 416000 624000 78000 156000 156000
200 37000 416000 624000 78000 156000 156000
201 37000 416000 624000 78000 156000 156000
202 36000 416000 624000 78000 156000 156000
203 36000 416000 624000 78000 156000 156000
204 36000 416000 624000 78000 156000 156000
205 36000 416000 624000 78000 156000 156000
206 36000 416000 624000 78000 156000 156000
207 36000 416000 624000 78000 156000 156000
208 36000 416000 624000 78000 156000 156000
209 36000 416000 624000 78000 156000 156000
210 36000 416000 624000 78000 156000 156000
211 36000 416000 624000 78000 156000 156000
213 36000 416000 624000 78000 156000 156000
214 36000 416000 624000 78000 156000 156000
215 36000 416000 624000 78000 156000 156000
216 36000 416000 624000 78000 156000 156000
217 36000 416000 624000 78000 156000 156000
218 36000 416000 624000 78000 156000 156000
219 36000 416000 624000 78000 156000 156000
220 36000 416000 624000 78000 156000 156000
221 36000 416000 624000 78000 156000 156000
222 36000 416000 624000 78000 156000 156000
223 36000 416000 624000 78000 156000 156000
224 36000 416000 624000 78000 156000 156000
225 36000 416000 624000 78000 156000 156000
226 36000 416000 624000 78000 156000 156000
227 36000 416000 624000 78000 156000 156000
228 36000 416000 624000 78000 156000 156000
229 36000 416000 624000 78000 156000 156000
230 36000 416000 624000 78000 156000 156000
231 36000 416000 624000 78000 156000 156000
232 36000 416000 624000 78000 156000 156000
233 36000 416000 624000 78000 156000 156000
235 36000 416000 624000 78000 156000 156000
236 36000 416000 624000 78000 156000 156000
237 36000 416000 624000 78000 156000 156000
238 36000 416000 624000 78000 156000 156000
239 36000 416000 624000 78000 156000 156000
240 36000 416000 624000 78000 156000 156000
241 36000 416000 624000 78000 156000 156000
242 36000 416000 624000 78000 156000 156000
243 36000 416000 624000 78000 156000 156000
244 36000 416000 624000 78000 156000 156000
245 36000 416000 624000 78000 156000 156000
246 36000 416000 624000 78000 156000 156000
247 36000 416000 624000 78000 156000 156000
248 36000 416000 624000 78000 156000 156000
249 36000 416000 624000 78000 156000 156000
250 36000 416000 624000 78000 156000 156000
251 36000 416000 624000 78000 156000 156000
252 36000 416000 624000 78000 156000 156000
253 36000 416000 624000 78000 156000 156000
254 36000 416000 624000 78000 156000 156000
256 36000 416000 624000 78000 156000 156000
257 36000 416000 624000 78000 156000 156000
258 36000 416000 624000 78000 156000 156000
259 36000 416000 624000 78000 156000 156000
260 36000 416000 624000 78000 156000 156000
261 36000 416000 624000 78000 156000 156000
262 36000 416000 624000 78000 156000 156000
263 36000 416000 624000 78000 156000 156000
264 36000 416000 624000 78000 156000 156000
265 36000 416000 624000 78000 156000 156000
266 36000 416000 624000 78000 156000 156000
267 36000 416000 624000 78000 156000 156000
268 36000 416000 624000 78000 156000 156000
269 36000 416000 624000 78000 156000 156000
270 36000 416000 624000 78000 156000 156000
271 36000 416000 624000 78000 156000 156000
272 36000 416000 624000 78000 156000 156000
273 36000 416000 624000 78000 156000 156000
274 36000 416000 624000 78000 156000 156000
275 36000 416000 624000 78000 156000 156000
277 36000 416000 624000 78000 156000 156000
278 36000 416000 624000 78000 156000 156000
279 36000 416000 624000 78000 156000 156000
280 36000 416000 624000 78000 156000 156000
281 36000 416000 624000 78000 156000 156000
282 36000 416000 624000 78000 156000 156000
283 36000 416000 624000 78000 156000 156000
284 36000 624000 1057000 312000 156000 528000
285 40000 416000 624000 78000 156000 156000
286 42000 416000 624000 78000 312000 416000
287 41000 416000 624000 78000 156000 312000
288 42000 416000 624000 78000 312000 528000
289 43000 416000 624000 78000 312000 416000
290 45000 416000 624000 78000 624000 416000
291 46000 416000 832000 78000 156000 312000
292 45000 416000 624000 78000 312000 416000
293 44000 416000 624000 78000 156000 312000
294 44000 416000 624000 78000 156000 312000
295 44000 416000 624000 78000 156000 312000
297 44000 416000 624000 78000 312000 416000
298 43000 416000 624000 78000 156000 312000
299 45000 416000 624000 78000 624000 416000
300 44000 832000 1248000 78000 156000 416000
301 45000 624000 832000 78000 156000 416000
302 45000 624000 832000 78000 156000 416000
303 45000 416000 624000 78000 156000 312000
304 45000 416000 624000 78000 156000 416000
305 45000 416000 624000 78000 156000 312000
306 45000 416000 832000 78000 156000 528000
307 45000 416000 624000 78000 156000 416000
308 46000 624000 832000 78000 156000 312000
309 46000 624000 832000 78000 156000 312000
310 46000 416000 832000 78000 156000 416000
311 45000 416000 624000 78000 156000 312000
312 45000 416000 624000 78000 156000 416000
313 45000 416000 624000 78000 156000 312000
314 45000 416000 624000 78000 156000 312000
315 45000 624000 832000 78000 156000 312000
316 45000 416000 624000 78000 156000 416000
318 45000 416000 624000 78000 156000 416000
319 46000 416000 624000 78000 156000 312000
320 46000 624000 832000 78000 156000 416000
321 46000 624000 832000 78000 156000 312000
322 46000 624000 832000 78000 156000 416000
323 46000 624000 832000 78000 156000 312000
324 46000 624000 832000 78000 156000 416000
325 46000 624000 832000 78000 156000 416000
326 46000 624000 832000 78000 156000 416000
327 46000 416000 624000 78000 156000 312000
328 46000 624000 832000 78000 156000 416000
329 46000 624000 832000 78000 156000 416000
330 46000 416000 624000 78000 312000 312000
331 46000 416000 416000 78000 156000 312000
332 46000 624000 832000 78000 156000 416000
333 46000 416000 416000 78000 156000 312000
334 47000 416000 624000 78000 156000 312000
335 46000 416000 416000 78000 156000 312000
336 47000 416000 416000 78000 156000 312000
337 47000 416000 624000 78000 156000 312000
338 47000 624000 832000 78000 156000 416000
340 47000 416000 624000 78000 156000 312000
341 47000 624000 832000 78000 156000 416000
342 47000 624000 832000 78000 156000 312000
343 47000 416000 624000 78000 156000 312000
344 47000 416000 624000 78000 156000 312000
345 47000 416000 624000 78000 156000 312000
346 47000 624000 832000 78000 156000 312000
347 47000 416000 832000 78000 156000 312000
348 47000 416000 624000 78000 156000 416000
349 47000 416000 624000 78000 156000 312000
350 47000 624000 832000 78000 156000 528000
351 48000 624000 832000 78000 156000 416000
352 47000 624000 832000 78000 156000 312000
353 47000 624000 832000 78000 156000 312000
354 47000 416000 624000 78000 156000 528000
355 48000 416000 624000 78000 156000 312000
356 47000 624000 832000 78000 156000 528000
357 47000 416000 624000 78000 156000 312000
358 47000 416000 624000 78000 156000 416000
359 47000 416000 624000 78000 156000 312000
361 47000 416000 624000 78000 156000 416000
362 47000 416000 624000 78000 156000 528000
363 48000 416000 624000 78000 156000 312000
364 47000 416000 624000 78000 156000 312000
365 47000 416000 624000 78000 156000 416000
366 47000 416000 624000 78000 156000 312000
367 47000 624000 832000 78000 156000 416000
368 48000 624000 832000 78000 156000 416000
369 47000 416000 624000 78000 156000 312000
370 47000 416000 624000 78000 156000 416000
371 47000 416000 416000 78000 156000 416000
372 47000 416000 624000 78000 156000 312000
373 48000 416000 624000 78000 156000 312000
374 47000 416000 624000 78000 156000 312000
375 48000 416000 624000 78000 156000 312000
376 47000 416000 624000 78000 156000 312000
377 47000 416000 624000 78000 156000 312000
378 47000 416000 624000 78000 156000 312000
379 47000 624000 832000 78000 156000 416000
380 47000 416000 624000 78000 156000 416000
382 47000 416000 624000 78000 156000 312000
383 48000 416000 832000 78000 156000 528000
384 48000 624000 832000 78000 156000 416000
385 48000 416000 832000 78000 156000 416000
386 48000 624000 832000 78000 156000 312000
387 47000 416000 624000 78000 156000 416000
388 48000 416000 624000 78000 156000 312000
389 48000 416000 624000 78000 156000 312000
390 48000 624000 832000 78000 156000 312000
391 48000 416000 624000 78000 156000 416000
392 48000 416000 624000 78000 156000 312000
393 48000 624000 832000 78000 156000 416000
394 48000 624000 832000 78000 156000 528000
395 48000 624000 832000 78000 156000 528000
396 48000 624000 832000 78000 156000 528000
397 48000 416000 624000 78000 156000 312000
398 48000 416000 624000 78000 156000 312000
399 48000 416000 624000 78000 156000 416000
400 48000 416000 624000 78000 156000 312000
401 48000 416000 624000 78000 156000 312000
403 48000 416000 624000 78000 156000 312000
404 48000 624000 832000 78000 156000 416000
405 48000 624000 832000 78000 156000 416000
406 49000 416000 624000 78000 156000 312000
407 48000 416000 624000 78000 156000 312000
408 48000 624000 832000 78000 156000 528000
409 49000 624000 1057000 78000 156000 416000
410 48000 416000 624000 78000 156000 312000
411 48000 624000 832000 78000 156000 416000
412 48000 624000 832000 78000 312000 528000
413 48000 624000 1057000 78000 312000 528000
414 48000 624000 832000 78000 156000 528000
415 49000 416000 624000 78000 156000 416000
416 48000 624000 832000 78000 156000 312000
417 48000 624000 832000 78000 156000 528000
418 48000 416000 624000 78000 156000 312000
419 49000 624000 832000 78000 156000 528000
420 48000 624000 832000 78000 156000 312000
421 48000 416000 832000 78000 156000 312000
422 48000 624000 832000 78000 156000 312000
423 48000 416000 624000 78000 156000 312000
424 48000 416000 624000 78000 156000 312000
425 48000 624000 832000 78000 156000 416000
427 48000 416000 624000 78000 156000 312000
428 49000 624000 832000 78000 156000 528000
429 49000 624000 832000 78000 156000 416000
430 48000 416000 624000 78000 156000 312000
431 49000 624000 832000 78000 156000 416000
432 48000 416000 624000 78000 156000 312000
433 49000 624000 832000 78000 156000 416000
434 49000 624000 832000 78000 156000 416000
435 49000 624000 832000 78000 156000 312000
436 48000 416000 416000 78000 156000 312000
437 48000 416000 624000 78000 156000 312000
438 49000 416000 624000 78000 156000 312000
439 48000 624000 832000 78000 156000 416000
440 49000 416000 624000 78000 156000 312000
441 48000 416000 416000 78000 156000 312000
442 48000 416000 416000 78000 156000 312000
443 48000 624000 832000 78000 156000 312000
444 48000 416000 624000 78000 156000 312000
445 48000 416000 624000 78000 156000 312000
446 48000 416000 624000 78000 156000 312000
447 48000 416000 624000 78000 156000 312000
449 49000 416000 624000 78000 156000 416000
450 49000 416000 624000 78000 156000 312000
451 48000 624000 832000 78000 156000 416000
452 48000 416000 624000 78000 156000 416000
453 50000 416000 624000 78000 156000 312000
454 49000 624000 832000 78000 156000 312000
455 48000 416000 624000 78000 156000 312000
456 49000 624000 832000 78000 156000 528000
457 49000 416000 624000 78000 156000 416000
458 49000 416000 624000 78000 156000 312000
459 50000 416000 624000 78000 156000 416000
460 49000 416000 832000 78000 156000 416000
461 49000 416000 832000 78000 156000 416000
462 49000 416000 624000 78000 156000 312000
463 49000 416000 624000 78000 156000 312000
464 50000 416000 624000 78000 156000 312000
465 49000 416000 624000 78000 156000 416000
466 49000 416000 624000 78000 156000 312000
467 49000 624000 1057000 78000 156000 416000
469 49000 416000 624000 78000 156000 312000
470 49000 624000 832000 78000 156000 416000
471 49000 416000 624000 78000 156000 312000
472 49000 624000 832000 78000 156000 416000
473 49000 624000 832000 78000 156000 416000
474 49000 624000 624000 78000 156000 416000
475 49000 416000 624000 78000 156000 312000
476 49000 416000 832000 78000 156000 312000
477 49000 624000 832000 78000 156000 416000
478 49000 624000 832000 78000 156000 528000
479 49000 624000 832000 78000 156000 416000
480 49000 416000 624000 78000 156000 528000
481 49000 416000 624000 78000 156000 416000
482 50000 416000 624000 78000 156000 312000
483 49000 416000 416000 78000 156000 312000
484 49000 416000 624000 78000 156000 312000
485 50000 416000 624000 78000 156000 312000
486 49000 416000 624000 78000 156000 312000
487 51000 832000 1526000 78000 312000 528000
488 51000 416000 624000 78000 156000 312000
489 50000 416000 624000 78000 156000 312000
491 50000 416000 624000 78000 156000 312000
492 49000 416000 624000 78000 156000 312000
493 49000 416000 624000 78000 156000 312000
494 49000 416000 624000 78000 156000 312000
495 49000 416000 624000 78000 156000 312000
496 48000 416000 832000 78000 156000 312000
497 49000 416000 624000 78000 156000 312000
498 48000 416000 624000 78000 156000 312000
499 48000 416000 624000 78000 156000 312000
500 48000 416000 624000 78000 156000 312000
501 48000 416000 624000 78000 312000 312000
502 48000 416000 624000 78000 156000 312000
503 48000 416000 624000 78000 156000 312000
504 48000 416000 624000 78000 156000 312000
505 49000 416000 624000 78000 312000 312000
506 48000 416000 624000 78000 156000 312000
507 49000 416000 624000 78000 312000 312000
508 49000 416000 624000 78000 156000 312000
510 48000 416000 624000 78000 156000 416000
511 49000 416000 624000 78000 156000 312000
512 48000 416000 624000 78000 156000 312000
513 48000 416000 624000 78000 156000 312000
514 50000 832000 1526000 78000 156000 416000
515 49000 416000 624000 78000 156000 312000
516 49000 624000 832000 78000 832000 416000
517 50000 416000 624000 78000 832000 312000
518 52000 416000 624000 78000 312000 312000
519 50000 832000 1526000 78000 156000 416000
520 48000 416000 624000 156000 156000 312000
521 48000 416000 624000 78000 156000 156000
522 46000 416000 624000 78000 156000 156000
523 45000 416000 624000 78000 156000 156000
524 45000 624000 1057000 78000 156000 156000
525 46000 832000 1526000 312000 156000 312000
526 46000 416000 624000 78000 156000 312000
527 46000 416000 624000 78000 156000 312000
528 45000 416000 624000 78000 156000 156000
529 45000 832000 1526000 78000 156000 156000
530 45000 416000 624000 78000 156000 156000
532 44000 416000 624000 78000 156000 156000
533 44000 416000 624000 78000 156000 156000
534 44000 624000 832000 78000 156000 156000
535 43000 832000 1248000 78000 156000 156000
536 44000 416000 624000 156000 156000 312000
537 45000 832000 1248000 416000 832000 528000
538 43000 416000 624000 78000 156000 156000
539 43000 416000 624000 78000 156000 312000
540 43000 416000 624000 78000 156000 156000
541 44000 832000 1526000 416000 832000 528000
542 45000 416000 624000 416000 832000 416000
543 44000 416000 624000 78000 156000 312000
544 43000 416000 624000 78000 156000 156000
545 43000 416000 624000 78000 156000 156000
546 43000 416000 1057000 78000 156000 156000
547 43000 416000 624000 78000 156000 156000
548 43000 832000 1248000 78000 156000 156000
549 43000 416000 624000 78000 156000 156000
550 43000 416000 624000 78000 156000 312000
551 43000 416000 832000 78000 156000 312000
552 43000 416000 624000 78000 156000 156000
553 42000 832000 1526000 78000 156000 156000
554 46000 416000 624000 78000 156000 312000
555 43000 624000 832000 78000 156000 156000
557 42000 416000 624000 78000 156000 156000
558 42000 416000 624000 78000 156000 156000
559 41000 416000 624000 78000 156000 156000
560 41000 416000 624000 78000 156000 156000
561 41000 416000 624000 78000 156000 156000
562 41000 416000 624000 78000 156000 156000
563 40000 416000 624000 78000 156000 156000
564 40000 416000 624000 78000 156000 156000
565 40000 416000 624000 78000 156000 156000
566 40000 416000 624000 78000 156000 156000
567 40000 416000 624000 78000 156000 156000
568 40000 416000 624000 78000 156000 156000
569 40000 416000 624000 78000 156000 156000
570 40000 416000 624000 78000 156000 156000
571 40000 416000 624000 78000 156000 156000
572 40000 416000 624000 78000 156000 156000
573 39000 416000 624000 78000 156000 156000
574 39000 416000 624000 78000 156000 156000
575 39000 416000 624000 78000 156000 156000
576 39000 416000 624000 78000 156000 156000
577 39000 416000 624000 78000 156000 156000
579 39000 416000 624000 78000 156000 156000
580 39000 416000 624000 78000 156000 156000
581 39000 416000 624000 78000 156000 156000
582 39000 416000 624000 78000 156000 156000
583 39000 416000 624000 78000 156000 156000
584 39000 416000 624000 78000 156000 156000
585 38000 416000 624000 78000 156000 156000
586 38000 416000 624000 78000 156000 156000
587 38000 416000 624000 78000 156000 156000
588 38000 416000 624000 78000 156000 156000
589 38000 416000 624000 78000 156000 156000
590 38000 416000 624000 78000 156000 156000
591 38000 416000 624000 78000 156000 156000
592 38000 416000 624000 78000 156000 156000
593 38000 416000 624000 78000 156000 156000
594 38000 416000 624000 78000 156000 156000
595 38000 416000 624000 78000 156000 156000
596 38000 416000 624000 78000 156000 156000
597 38000 416000 624000 78000 156000 156000
598 38000 416000 624000 78000 156000 156000
599 38000 416000 624000 78000 156000 156000
600 38000 416000 624000 78000 156000 156000
602 38000 416000 624000 78000 156000 156000
603 38000 416000 624000 78000 156000 156000
604 38000 416000 624000 78000 156000 156000
605 38000 416000 624000 78000 156000 156000
606 38000 416000 624000 78000 156000 156000
607 38000 416000 624000 78000 156000 156000
608 38000 416000 624000 78000 156000 156000
609 37000 416000 624000 78000 156000 156000
610 37000 416000 624000 78000 156000 156000
611 37000 416000 624000 78000 156000 156000
612 37000 416000 624000 78000 156000 156000
613 37000 416000 624000 78000 156000 156000
614 37000 416000 624000 78000 156000 156000
615 37000 416000 624000 78000 156000 156000
616 37000 416000 624000 78000 156000 156000
617 37000 416000 624000 78000 156000 156000
618 37000 416000 624000 78000 156000 156000
619 37000 416000 624000 78000 156000 156000
620 37000 416000 624000 78000 156000 156000
621 37000 416000 624000 78000 156000 156000
622 37000 416000 624000 78000 156000 156000
624 37000 416000 624000 78000 156000 156000
625 37000 416000 624000 78000 156000 156000
626 37000 416000 624000 78000 156000 156000
627 37000 416000 624000 78000 156000 156000
628 37000 416000 624000 78000 156000 156000
629 37000 416000 624000 78000 156000 156000
630 37000 416000 624000 78000 156000 156000
631 36000 416000 624000 78000 156000 156000
632 36000 416000 624000 78000 156000 156000
633 36000 416000 624000 78000 156000 156000
634 36000 416000 624000 78000 156000 156000
635 36000 416000 624000 78000 156000 156000
636 36000 416000 624000 78000 156000 156000
637 36000 416000 624000 78000 156000 156000
638 36000 416000 624000 78000 156000 156000
639 36000 416000 624000 78000 156000 156000
640 36000 416000 624000 78000 156000 156000
641 36000 416000 624000 78000 156000 156000
642 36000 416000 624000 78000 156000 156000
643 36000 416000 624000 78000 156000 156000
644 36000 416000 624000 78000 156000 156000
645 36000 416000 624000 78000 156000 156000
647 36000 416000 624000 78000 156000 156000
648 36000 416000 624000 78000 156000 156000
649 36000 416000 624000 78000 156000 156000
650 36000 416000 624000 78000 156000 156000
651 36000 416000 624000 78000 156000 156000
652 36000 416000 624000 78000 156000 156000
653 36000 416000 624000 78000 156000 156000
654 36000 416000 624000 78000 156000 156000
655 36000 416000 624000 78000 156000 156000
656 36000 416000 624000 78000 156000 156000
657 36000 416000 624000 78000 156000 156000
658 36000 416000 624000 78000 156000 156000
659 36000 416000 624000 78000 156000 156000
660 36000 416000 624000 78000 156000 156000
661 36000 416000 624000 78000 156000 156000
662 36000 416000 624000 78000 156000 156000
663 36000 416000 624000 78000 156000 156000
664 36000 416000 624000 78000 156000 156000
665 36000 416000 624000 78000 156000 156000
666 36000 416000 624000 78000 156000 156000
667 36000 416000 624000 78000 156000 156000
668 36000 416000 624000 78000 156000 156000
670 36000 416000 624000 78000 156000 156000
671 36000 416000 624000 78000 156000 156000
672 36000 416000 624000 78000 156000 156000
673 36000 416000 624000 78000 156000 156000
674 36000 416000 624000 78000 156000 156000
675 38000 832000 1526000 78000 156000 528000
676 39000 416000 624000 78000 832000 312000
677 38000 416000 624000 78000 156000 156000
678 38000 416000 624000 78000 156000 156000
679 39000 832000 1526000 312000 156000 416000
680 40000 624000 1057000 312000 156000 528000
681 41000 832000 1526000 78000 156000 416000
682 42000 832000 1526000 78000 156000 312000
683 45000 832000 1526000 78000 832000 528000
684 47000 416000 832000 78000 624000 312000
685 46000 624000 832000 78000 624000 416000
686 46000 416000 624000 78000 624000 312000
687 47000 624000 832000 78000 624000 416000
688 45000 416000 624000 78000 156000 312000
689 45000 416000 624000 78000 156000 312000
690 45000 416000 624000 78000 312000 312000
691 45000 624000 832000 78000 312000 312000
692 45000 416000 624000 78000 312000 416000
694 46000 416000 624000 78000 312000 312000
695 45000 416000 624000 78000 312000 312000
696 45000 416000 416000 78000 156000 312000
697 44000 416000 624000 78000 156000 312000
698 44000 624000 832000 78000 156000 416000
699 44000 416000 624000 78000 312000 312000
700 45000 416000 624000 78000 624000 312000
701 46000 416000 832000 78000 624000 312000
702 47000 416000 624000 78000 624000 312000
703 46000 624000 832000 78000 312000 312000
704 46000 416000 624000 78000 312000 312000
705 47000 416000 624000 78000 312000 416000
706 47000 416000 624000 78000 624000 312000
707 46000 624000 832000 78000 156000 312000
708 45000 416000 624000 78000 156000 312000
709 45000 416000 624000 78000 312000 416000
710 45000 416000 624000 78000 156000 312000
711 45000 624000 832000 78000 832000 528000
712 46000 416000 624000 78000 312000 312000
713 46000 416000 624000 78000 312000 416000
715 47000 416000 624000 78000 624000 312000
716 47000 624000 1057000 78000 624000 416000
717 47000 416000 624000 78000 624000 312000
718 48000 416000 624000 78000 624000 312000
719 47000 416000 624000 78000 312000 312000
720 47000 624000 1057000 78000 832000 528000
721 48000 416000 624000 78000 312000 312000
722 47000 416000 624000 78000 312000 528000
723 47000 416000 624000 78000 312000 416000
724 48000 416000 624000 78000 624000 416000
725 48000 416000 624000 78000 312000 312000
726 47000 416000 624000 78000 312000 312000
727 47000 416000 624000 78000 312000 312000
728 47000 624000 832000 78000 312000 312000
729 47000 416000 624000 78000 156000 312000
730 47000 416000 624000 78000 156000 312000
731 46000 416000 624000 78000 156000 312000
732 47000 416000 624000 78000 312000 312000
733 48000 624000 832000 78000 624000 312000
734 48000 624000 832000 78000 312000 312000
736 47000 624000 832000 78000 312000 416000
737 47000 416000 624000 78000 156000 312000
738 47000 416000 624000 78000 312000 416000
739 47000 416000 624000 78000 156000 312000
740 47000 416000 624000 78000 312000 416000
741 47000 624000 832000 78000 156000 312000
742 47000 416000 624000 78000 312000 416000
743 47000 624000 832000 78000 156000 312000
744 48000 624000 832000 78000 312000 416000
745 48000 416000 624000 78000 312000 312000
746 47000 416000 624000 78000 156000 416000
747 47000 624000 832000 78000 312000 312000
748 47000 624000 832000 78000 312000 528000
749 48000 416000 832000 78000 624000 312000
750 48000 624000 832000 78000 624000 416000
751 48000 416000 624000 78000 624000 312000
752 47000 416000 832000 78000 312000 416000
753 48000 416000 624000 78000 156000 312000
754 48000 416000 624000 78000 156000 312000
755 47000 624000 832000 78000 312000 416000
756 48000 416000 624000 78000 312000 312000
757 48000 624000 832000 78000 624000 312000
759 49000 416000 624000 78000 624000 312000
760 50000 416000 624000 78000 624000 312000
761 48000 416000 624000 78000 156000 416000
762 48000 416000 624000 78000 312000 312000
763 48000 416000 624000 78000 312000 312000
764 47000 416000 624000 78000 156000 416000
765 47000 416000 624000 78000 156000 312000
766 47000 624000 832000 78000 156000 416000
767 47000 416000 624000 78000 156000 312000
768 47000 624000 832000 78000 156000 416000
769 47000 416000 624000 78000 156000 312000
770 47000 416000 624000 78000 156000 312000
771 47000 416000 624000 78000 156000 312000
772 47000 624000 832000 78000 156000 416000
773 47000 624000 832000 78000 156000 416000
774 47000 416000 624000 78000 832000 416000
775 48000 416000 624000 78000 312000 312000
776 48000 416000 624000 78000 312000 312000
777 48000 624000 832000 78000 156000 312000
778 47000 416000 624000 78000 312000 416000
779 48000 624000 832000 78000 624000 528000
781 49000 416000 624000 78000 312000 528000
782 48000 416000 624000 78000 156000 312000
783 48000 624000 832000 78000 312000 312000
784 48000 624000 832000 78000 156000 312000
785 48000 416000 624000 78000 312000 416000
786 49000 416000 624000 78000 624000 312000
787 49000 624000 832000 78000 312000 416000
788 50000 416000 624000 78000 624000 416000
789 50000 416000 624000 78000 624000 312000
790 48000 416000 624000 78000 156000 312000
791 49000 416000 624000 78000 156000 312000
792 49000 416000 624000 78000 624000 312000
793 50000 416000 624000 78000 624000 312000
794 49000 416000 624000 78000 312000 312000
795 50000 416000 624000 78000 624000 312000
796 50000 416000 624000 78000 624000 416000
797 48000 416000 624000 78000 156000 416000
798 49000 624000 832000 78000 624000 416000
799 48000 624000 832000 78000 156000 312000
800 48000 416000 624000 78000 624000 312000
802 49000 416000 624000 78000 156000 312000
803 48000 416000 624000 78000 312000 416000
804 48000 416000 624000 78000 312000 312000
805 49000 624000 832000 78000 624000 416000
806 49000 416000 624000 78000 156000 312000
807 48000 416000 624000 78000 156000 312000
808 49000 416000 624000 78000 312000 312000
809 48000 416000 832000 78000 312000 416000
810 49000 416000 624000 78000 832000 312000
811 49000 416000 832000 78000 156000 416000
812 49000 416000 624000 78000 312000 312000
813 50000 416000 832000 78000 156000 416000
814 50000 416000 624000 78000 624000 528000
815 50000 832000 1526000 78000 312000 528000
816 50000 416000 624000 78000 624000 416000
817 51000 416000 832000 78000 156000 312000
818 48000 416000 832000 78000 156000 312000
819 47000 416000 624000 78000 156000 156000
820 45000 416000 624000 78000 156000 156000
821 45000 624000 1057000 78000 156000 156000
822 45000 832000 1526000 78000 156000 528000
823 46000 832000 1526000 312000 156000 312000
825 45000 416000 624000 78000 156000 156000
826 46000 416000 832000 312000 156000 312000
827 45000 416000 624000 78000 156000 156000
828 44000 832000 1526000 78000 156000 156000
829 44000 624000 832000 78000 156000 312000
830 43000 416000 624000 78000 156000 156000
831 43000 416000 624000 78000 156000 156000
832 43000 416000 624000 312000 156000 312000
833 43000 832000 1526000 78000 156000 156000
834 43000 624000 832000 156000 156000 312000
835 43000 624000 832000 312000 156000 416000
836 43000 416000 624000 78000 156000 156000
837 43000 624000 832000 78000 156000 312000
838 42000 416000 624000 78000 156000 156000
839 43000 832000 1526000 312000 156000 528000
840 44000 416000 624000 78000 156000 312000
841 43000 416000 624000 78000 156000 156000
842 42000 416000 624000 78000 156000 156000
843 42000 416000 624000 78000 156000 156000
844 42000 832000 1526000 78000 156000 156000
845 42000 416000 624000 78000 156000 156000
846 42000 416000 624000 312000 156000 312000
847 41000 416000 624000 78000 156000 156000
848 42000 416000 624000 78000 156000 312000
850 42000 832000 1526000 78000 156000 156000
851 42000 416000 624000 78000 156000 156000
852 41000 416000 624000 78000 156000 156000
853 41000 416000 624000 78000 156000 156000
854 41000 624000 1057000 78000 156000 156000
